ID_Cliente,Evasion,Genero,Adulto_Mayor,Pareja,Dependientes,Antiguedad_Meses,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Copia_Seguridad_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias
9290-SHCMB,No,Femenino,Si,No,No,13,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,96.85,1235.55,3.23
9294-TDIPC,No,Masculino,No,No,Si,5,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,20.2,83.75,0.67
9297-EONCV,No,Femenino,No,No,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Doble,Si,Transferencia bancaria,91.35,6697.2,3.04
9297-FVVDH,No,Femenino,No,Si,Si,57,Si,Si,DSL,Si,No,Si,Si,Si,Si,Doble,Si,Cheque electrónico,84.5,4845.4,2.82
9298-WGMRW,No,Femenino,No,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Doble,Si,Transferencia bancaria,115.5,8312.75,3.85
9300-AGZNL,Yes,Masculino,Si,No,No,1,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,94.0,94,3.13
9300-RENDD,Yes,Masculino,No,No,No,1,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,79.95,79.95,2.66
9305-CDSKC,Yes,Femenino,No,No,No,8,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,99.65,820.5,3.32
9306-CPCBC,Yes,Femenino,No,No,No,3,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,74.25,210.3,2.48
9308-ANMVE,No,Masculino,No,No,Si,47,Si,No,DSL,Si,Si,No,No,No,No,Mensual,Si,Cheque electrónico,55.3,2654.05,1.84
9309-BZGNT,No,Masculino,Si,Si,No,69,No,Sin servicio telefonico,DSL,No,No,Si,No,No,No,Anual,Si,Tarjeta de credito,29.8,2134.3,0.99
9313-CDOGY,No,Masculino,No,Si,Si,38,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque electrónico,19.6,717.3,0.65
9313-QOLTZ,No,Masculino,No,No,No,26,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,20.9,518.3,0.7
9314-IJWSQ,No,Femenino,No,Si,Si,14,Si,Si,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,84.8,1203.9,2.83
9314-QDMDW,No,Masculino,No,No,No,11,Si,No,DSL,No,Si,No,No,Si,No,Anual,Si,Cheque electrónico,61.25,729.95,2.04
9317-WZPGV,Yes,Femenino,Si,No,No,2,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Transferencia bancaria,79.75,159.4,2.66
9318-NKNFC,Yes,Masculino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,18.85,18.85,0.63
9323-HGFWY,No,Femenino,No,Si,No,27,Si,No,Fibra optica,Si,No,No,Si,Si,Si,Anual,Si,Tarjeta de credito,101.9,2681.15,3.4
9327-QSDED,No,Masculino,No,No,No,8,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,43.55,335.4,1.45
9330-DHBFL,No,Femenino,No,Si,Si,23,Si,No,DSL,Si,Si,Si,Si,No,No,Anual,Si,Cheque por correo,66.25,1533.8,2.21
9330-IJWIO,Yes,Femenino,No,No,No,13,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,100.35,1358.85,3.34
9330-VOFSZ,No,Femenino,No,Si,No,60,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Doble,Si,Tarjeta de credito,110.8,6640.7,3.69
9332-GYWLO,No,Femenino,No,Si,Si,6,Si,No,DSL,No,No,No,No,Si,No,Mensual,No,Cheque electrónico,54.85,355.1,1.83
9334-GWGOW,No,Masculino,Si,Si,No,7,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,74.85,485.25,2.49
9337-SRRNI,No,Masculino,No,No,Si,66,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Tarjeta de credito,25.3,1673.8,0.84
9339-FIIJL,No,Masculino,No,Si,No,72,Si,Si,DSL,No,Si,Si,Si,Si,Si,Doble,No,Transferencia bancaria,85.95,6151.9,2.86
9342-VNIMQ,No,Masculino,No,No,No,33,Si,Si,DSL,No,Si,No,No,No,No,Mensual,Si,Transferencia bancaria,54.65,1665.2,1.82
9347-AERRL,No,Masculino,No,Si,No,23,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Tarjeta de credito,19.3,486.2,0.64
9348-ROUAI,No,Femenino,No,Si,Si,59,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Doble,No,Tarjeta de credito,90.3,5194.05,3.01
9348-YVOMK,No,Masculino,No,No,No,4,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Tarjeta de credito,44.8,176.2,1.49
9350-VLHMB,No,Masculino,No,Si,Si,67,Si,Si,Fibra optica,No,Si,No,No,No,Si,Mensual,Si,Transferencia bancaria,89.55,6373.1,2.98
9350-ZXYJC,No,Femenino,No,No,No,4,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Tarjeta de credito,25.3,116.95,0.84
9351-HXDMR,No,Masculino,No,Si,No,72,Si,Si,Fibra optica,Si,No,Si,Si,Si,Si,Doble,Si,Tarjeta de credito,110.9,8240.85,3.7
9351-LZYGF,No,Femenino,No,Si,No,42,Si,Si,DSL,Si,Si,No,Si,No,No,Mensual,Si,Tarjeta de credito,66.4,2727.8,2.21
9355-NPPFS,No,Femenino,Si,No,No,26,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,78.8,2006.1,2.63
9356-AXGMP,No,Masculino,No,Si,No,38,Si,Si,Fibra optica,Si,No,Si,Si,Si,Si,Anual,Si,Cheque electrónico,110.7,4428.6,3.69
9357-UJRUN,No,Masculino,No,Si,No,24,Si,Si,DSL,Si,No,No,Si,No,No,Anual,Si,Cheque electrónico,58.35,1346.9,1.94
9359-JANWS,No,Femenino,No,Si,No,65,Si,No,DSL,Si,No,Si,Si,No,No,Doble,No,Tarjeta de credito,58.9,3857.1,1.96
9359-UGBTK,No,Femenino,No,No,No,67,Si,No,DSL,Si,No,Si,Si,No,Si,Anual,Si,Transferencia bancaria,72.35,4991.5,2.41
9360-AHGNL,Yes,Femenino,Si,Si,No,43,Si,Si,Fibra optica,Si,No,Si,Si,Si,Si,Anual,Si,Cheque por correo,109.55,4830.25,3.65
9360-OMDZZ,No,Masculino,No,No,No,24,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,94.1,2322.85,3.14
9361-YNQWJ,No,Femenino,No,No,No,64,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,Si,Transferencia bancaria,24.4,1601.2,0.81
9362-MWODR,No,Femenino,No,No,Si,40,Si,No,DSL,Si,No,No,Si,Si,No,Mensual,Si,Tarjeta de credito,64.1,2460.35,2.14
9364-HVJRK,,Masculino,No,No,No,8,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque por correo,45.15,438.4,1.5
9364-YKUVW,No,Masculino,No,No,No,15,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,19.8,309.4,0.66
9365-CSLBQ,No,Masculino,No,No,Si,71,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque por correo,24.35,1654.6,0.81
9365-SRSZE,No,Masculino,Si,Si,No,27,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,70.55,1943.9,2.35
9366-PGOCJ,,Masculino,No,No,No,57,Si,No,DSL,No,Si,No,Si,No,No,Anual,Si,Cheque por correo,54.65,3134.7,1.82
9367-OIUXP,No,Masculino,No,No,No,4,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,20.7,73.05,0.69
9367-TCUYN,No,Femenino,No,No,No,12,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,20.1,223.6,0.67
9367-WXLCH,Yes,Masculino,No,No,No,8,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,No,Transferencia bancaria,84.5,662.65,2.82
9369-XFEHK,Yes,Femenino,Si,Si,No,33,Si,Si,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Transferencia bancaria,80.6,2656.5,2.69
9371-BITHB,No,Femenino,No,Si,Si,52,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque por correo,19.85,1070.5,0.66
9371-CLMGW,,Femenino,No,No,No,6,Si,No,Fibra optica,No,No,No,No,Si,Si,Mensual,No,Cheque electrónico,89.3,577.6,2.98
9372-TXXPS,No,Femenino,No,Si,No,60,Si,No,DSL,Si,Si,No,Si,No,No,Doble,No,Transferencia bancaria,59.85,3483.45,2.0
9373-WSLOY,No,Masculino,Si,Si,No,33,No,Sin servicio telefonico,DSL,No,Si,Si,Si,Si,No,Mensual,Si,Cheque electrónico,50.0,1750.85,1.67
9374-YOLBJ,No,Femenino,No,Si,Si,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque electrónico,19.25,19.25,0.64
9375-MHRRS,No,Masculino,No,No,No,6,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,Cheque por correo,50.05,288.35,1.67
9378-FXTIZ,Yes,Femenino,No,Si,No,54,Si,Si,DSL,No,No,No,No,Si,Si,Anual,Si,Tarjeta de credito,70.15,3715.65,2.34
9381-NDKME,Yes,Femenino,Si,Si,No,24,No,Sin servicio telefonico,DSL,No,No,Si,No,No,Si,Mensual,Si,Tarjeta de credito,40.65,933.3,1.36
9385-EHGDO,No,Femenino,No,Si,Si,35,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Cheque por correo,19.85,739.35,0.66
9385-NXKDA,No,Femenino,No,Si,No,72,Si,Si,DSL,Si,Si,Si,No,Si,Si,Doble,Si,Tarjeta de credito,82.65,5919.35,2.76
9386-LDCZR,No,Masculino,No,No,No,43,Si,No,Fibra optica,Si,Si,Si,Si,No,No,Anual,Si,Tarjeta de credito,90.65,3882.3,3.02
9388-ZEYVT,No,Masculino,No,No,No,43,No,Sin servicio telefonico,DSL,No,No,Si,Si,No,Si,Anual,No,Cheque electrónico,44.15,1931.3,1.47
9389-ACWBI,No,Femenino,No,Si,Si,5,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Tarjeta de credito,69.95,320.4,2.33
9391-DXGGG,No,Femenino,Si,No,No,44,Si,No,Fibra optica,No,Si,Si,No,No,Si,Anual,No,Tarjeta de credito,89.15,3990.75,2.97
9391-EOYLI,Yes,Masculino,Si,Si,No,12,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,80.45,950.2,2.68
9391-LMANN,No,Masculino,No,No,Si,53,Si,No,Fibra optica,Si,Si,Si,No,No,Si,Anual,No,Cheque electrónico,95.95,5036.9,3.2
9391-TTOYH,No,Femenino,No,No,No,23,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,19.5,470.2,0.65
9391-YZEJW,No,Femenino,No,No,No,62,Si,Si,Fibra optica,No,No,No,No,Si,Si,Anual,Si,Transferencia bancaria,94.0,5757.2,3.13
9392-XBGTD,No,Masculino,No,No,Si,27,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque por correo,20.6,581.85,0.69
9395-RFMFG,,Masculino,No,Si,Si,8,Si,No,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,54.4,475.1,1.81
9396-ZSFLL,No,Femenino,No,No,No,15,Si,Si,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,48.85,631.4,1.63
9397-TZSHA,No,Femenino,No,No,No,69,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Tarjeta de credito,24.6,1678.05,0.82
9398-MMQTO,No,Masculino,No,No,No,3,Si,No,Fibra optica,No,Si,No,No,No,No,Mensual,No,Tarjeta de credito,74.45,221.1,2.48
9399-APLBT,Yes,Femenino,No,Si,Si,1,Si,No,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque electrónico,74.7,74.7,2.49
9402-CXWPL,No,Femenino,No,No,No,70,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Anual,No,Cheque electrónico,98.9,6838.6,3.3
9402-ORRAH,No,Femenino,Si,No,No,15,Si,No,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,91.5,1400.3,3.05
9402-ROUMJ,No,Femenino,No,Si,Si,67,Si,Si,Fibra optica,Si,No,Si,Si,No,Si,Anual,Si,Transferencia bancaria,100.25,6689,3.34
9405-GPBBG,No,Femenino,No,No,No,64,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Doble,Si,Tarjeta de credito,110.5,7069.25,3.68
9408-HRXRK,No,Femenino,No,Si,Si,45,Si,Si,Fibra optica,Si,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,105.15,4730.9,3.51
9408-SSNVZ,Yes,Femenino,No,No,No,4,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,70.15,268.35,2.34
9411-TPQQV,No,Femenino,No,No,No,40,No,Sin servicio telefonico,DSL,Si,No,No,Si,Si,Si,Anual,Si,Transferencia bancaria,54.55,2236.2,1.82
9412-ARGBX,Yes,Femenino,No,No,Si,48,Si,No,Fibra optica,No,Si,Si,Si,Si,No,Doble,Si,Cheque por correo,95.5,4627.85,3.18
9412-GHEEC,Yes,Masculino,No,No,No,40,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Mensual,No,Transferencia bancaria,104.8,4131.95,3.49
9415-DPEWS,Yes,Femenino,No,No,No,18,Si,Si,Fibra optica,No,No,No,Si,Si,No,Mensual,Si,Cheque electrónico,88.35,1639.3,2.94
9415-TPKRV,No,Femenino,No,Si,Si,8,Si,Si,DSL,No,Si,No,No,No,No,Mensual,No,Cheque electrónico,55.75,446.8,1.86
9415-ZNBSX,No,Femenino,No,Si,Si,70,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Doble,Si,Transferencia bancaria,89.0,6293.2,2.97
9418-RUKPH,No,Femenino,No,Si,Si,38,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Cheque por correo,19.95,756.4,0.66
9419-IPPBE,No,Femenino,No,Si,Si,51,Si,Si,Fibra optica,No,No,Si,No,No,Si,Anual,Si,Cheque electrónico,90.15,4554.85,3.01
9420-LOJKX,Yes,Femenino,No,No,No,15,Si,No,Fibra optica,Si,Si,No,No,Si,Si,Mensual,Si,Tarjeta de credito,99.1,1426.4,3.3
9424-CMPOG,No,Masculino,No,Si,Si,9,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque por correo,19.6,197.4,0.65
9426-SXNHE,No,Femenino,No,No,No,2,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Transferencia bancaria,18.75,53.15,0.62
9430-FRQOC,Yes,Femenino,No,No,Si,4,Si,Si,Fibra optica,No,No,Si,Si,No,No,Mensual,Si,Cheque por correo,87.1,341.45,2.9
9430-NKQLY,No,Masculino,No,Si,Si,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Tarjeta de credito,25.1,1790.8,0.84
9432-RUVSL,No,Femenino,No,No,No,48,Si,No,Fibra optica,Si,No,Si,Si,Si,Si,Doble,Si,Tarjeta de credito,102.5,4904.25,3.42
9432-VOFYX,No,Masculino,No,No,No,17,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,70.8,1207,2.36
9435-JMLSX,No,Masculino,No,Si,No,71,Si,No,DSL,Si,Si,Si,Si,Si,Si,Doble,Si,Transferencia bancaria,86.1,6045.9,2.87
9436-ZBZCT,Yes,Masculino,No,No,No,14,Si,Si,Fibra optica,No,No,No,Si,Si,No,Mensual,Si,Cheque electrónico,89.95,1178.4,3.0
9441-QHEVC,No,Masculino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,19.1,19.1,0.64
9442-JTWDL,No,Femenino,No,No,No,11,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Tarjeta de credito,20.05,237.7,0.67
9443-JUBUO,No,Masculino,No,Si,Si,72,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,Si,Doble,Si,Tarjeta de credito,65.25,4478.85,2.17
9444-JTXHZ,Yes,Masculino,No,Si,No,1,Si,No,Fibra optica,No,No,Si,No,No,No,Mensual,No,Cheque electrónico,76.2,76.2,2.54
9445-SZLCH,Yes,Femenino,No,Si,Si,36,Si,Si,Fibra optica,No,Si,Si,No,Si,No,Mensual,Si,Transferencia bancaria,97.35,3457.9,3.24
9445-ZUEQE,No,Masculino,No,Si,Si,27,Si,Si,Fibra optica,No,Si,No,Si,No,No,Mensual,Si,Tarjeta de credito,85.2,2151.6,2.84
9447-YPTBX,No,Femenino,No,Si,No,50,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,Si,Transferencia bancaria,19.85,943.1,0.66
9448-REEVD,Yes,Masculino,No,Si,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Tarjeta de credito,44.7,44.7,1.49
9450-TRJUU,No,Masculino,No,No,No,35,Si,Si,Fibra optica,No,No,No,No,Si,No,Mensual,No,Cheque electrónico,83.15,2848.45,2.77
9451-LPGOO,Yes,Masculino,No,No,No,7,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,86.8,620.35,2.89
9451-WLYRI,No,Femenino,No,Si,No,53,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Tarjeta de credito,19.05,990.45,0.64
9453-PATOS,No,Femenino,No,Si,No,72,Si,No,DSL,Si,Si,Si,Si,Si,Si,Doble,No,Cheque por correo,85.1,6155.4,2.84
9456-ETVCM,,Masculino,No,No,No,12,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,No,Cheque electrónico,94.55,1173.55,3.15
9462-MJUAW,Yes,Masculino,No,No,No,4,Si,Si,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,50.4,206.6,1.68
9465-RWMXL,Yes,Masculino,No,Si,No,32,Si,Si,Fibra optica,No,No,Si,No,No,No,Mensual,Si,Cheque electrónico,78.9,2447.95,2.63
9467-ROOLM,No,Femenino,No,No,No,25,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,19.05,461.3,0.64
9469-WEJBT,No,Masculino,No,Si,No,37,Si,No,Fibra optica,No,No,Si,Si,No,Si,Mensual,Si,Cheque electrónico,90.35,3419.3,3.01
9470-RTWDV,No,Masculino,No,Si,Si,26,Si,Si,DSL,No,No,Si,Si,Si,Si,Anual,Si,Tarjeta de credito,82.0,2083.1,2.73
9470-XCCEM,No,Masculino,No,Si,Si,35,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mensual,Si,Transferencia bancaria,89.65,3161.6,2.99
9470-YFUYI,No,Masculino,Si,Si,No,71,Si,No,DSL,Si,Si,No,Si,Si,No,Anual,Si,Transferencia bancaria,71.0,5012.1,2.37
9473-CBZOP,No,Femenino,No,No,No,28,Si,Si,DSL,Si,No,Si,No,No,No,Anual,No,Cheque por correo,59.0,1654.45,1.97
9474-PHLYD,Yes,Femenino,No,No,No,15,Si,No,DSL,No,No,Si,No,No,Si,Mensual,Si,Cheque electrónico,59.45,892.65,1.98
9475-NNDGC,No,Masculino,No,Si,No,71,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Anual,Si,Transferencia bancaria,113.15,7953.25,3.77
9477-LGWQI,No,Masculino,No,Si,Si,70,Si,No,DSL,Si,Si,Si,No,Si,Si,Doble,Si,Tarjeta de credito,80.15,5600.15,2.67
9477-UIFFV,,Masculino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,20.3,20.3,0.68
9479-HYNYL,No,Femenino,No,Si,No,71,Si,No,DSL,No,Si,Si,Si,Si,Si,Doble,Si,Tarjeta de credito,80.7,5705.05,2.69
9480-BQJEI,No,Masculino,No,No,No,62,Si,Si,Fibra optica,Si,Si,No,No,No,Si,Anual,Si,Transferencia bancaria,92.3,5731.45,3.08
9481-IEBZY,No,Masculino,Si,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Mensual,Si,Tarjeta de credito,112.9,8061.5,3.76
9481-SFCQY,No,Femenino,No,No,Si,14,Si,No,DSL,No,No,Si,No,Si,No,Mensual,Si,Tarjeta de credito,59.8,824.85,1.99
9481-WHGWY,No,Femenino,No,Si,Si,70,Si,No,DSL,Si,No,No,Si,Si,Si,Doble,No,Tarjeta de credito,75.35,5437.75,2.51
9483-GCPWE,No,Masculino,No,No,Si,9,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Cheque por correo,20.1,190.25,0.67
9488-FVZCC,No,Femenino,No,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,No,Si,Doble,Si,Transferencia bancaria,79.5,5661.7,2.65
9488-FYQAU,No,Femenino,No,Si,No,63,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Doble,Si,Transferencia bancaria,109.25,6841.4,3.64
9488-HGMJH,Yes,Femenino,Si,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,71.15,71.15,2.37
9489-DEDVP,No,Femenino,No,Si,Si,70,Si,Si,DSL,Si,Si,No,No,Si,No,Doble,Si,Tarjeta de credito,69.2,4872.35,2.31
9489-JMTTN,No,Femenino,No,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Doble,No,Tarjeta de credito,89.75,6595.9,2.99
9489-UTFKA,No,Masculino,Si,Si,No,8,Si,No,DSL,Si,No,No,No,Si,No,Mensual,No,Transferencia bancaria,60.9,551.95,2.03
9490-DFPMD,Yes,Femenino,Si,No,No,42,Si,Si,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,84.65,3541.35,2.82
9492-TOKRI,Yes,Femenino,No,No,No,18,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mensual,Si,Tarjeta de credito,90.0,1527.35,3.0
9494-BDNNC,No,Masculino,No,Si,No,66,Si,Si,Fibra optica,No,Si,Si,No,No,Si,Anual,No,Cheque electrónico,95.3,6273.4,3.18
9494-MRNYX,No,Masculino,No,No,No,10,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,75.05,786.3,2.5
9495-REDIY,No,Masculino,No,No,Si,25,No,Sin servicio telefonico,DSL,Si,No,No,No,Si,No,Anual,Si,Tarjeta de credito,40.65,970.55,1.36
9495-SKLKD,No,Masculino,No,Si,Si,45,Si,Si,Fibra optica,No,Si,Si,No,No,Si,Mensual,Si,Transferencia bancaria,95.95,4456.65,3.2
9496-IVVRP,No,Femenino,No,Si,Si,11,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,Transferencia bancaria,51.0,581.7,1.7
9497-QCMMS,Yes,Masculino,Si,No,No,1,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,93.55,93.55,3.12
9498-FIMXL,No,Femenino,No,No,No,8,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,Si,Cheque por correo,19.2,161.95,0.64
9499-EBKUR,,Masculino,No,No,No,72,Si,Si,DSL,Si,No,Si,Si,Si,Si,Doble,No,Tarjeta de credito,84.3,5997.1,2.81
9499-XPZXM,No,Femenino,No,Si,No,72,Si,Si,DSL,Si,Si,No,Si,No,No,Doble,No,Transferencia bancaria,64.75,4804.75,2.16
9500-IWPXQ,No,Femenino,No,Si,Si,61,Si,Si,DSL,Si,Si,Si,Si,No,Si,Anual,Si,Cheque electrónico,79.4,4820.55,2.65
9500-LTVBP,No,Femenino,No,No,No,35,Si,Si,Fibra optica,No,No,No,Si,No,No,Mensual,No,Tarjeta de credito,80.05,2835.9,2.67
9500-WBGRP,No,Masculino,No,No,No,69,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Cheque por correo,19.1,1268.85,0.64
9501-UKKNL,No,Masculino,No,No,No,59,No,Sin servicio telefonico,DSL,No,No,No,Si,Si,Si,Mensual,Si,Cheque electrónico,51.7,3005.8,1.72
9503-XJUME,No,Masculino,No,No,Si,52,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Tarjeta de credito,19.65,928.4,0.65
9504-DSHWM,No,Masculino,No,No,No,20,Si,Si,DSL,Si,No,No,Si,No,No,Mensual,No,Transferencia bancaria,59.2,1191.2,1.97
9504-YAZWB,No,Femenino,No,No,No,53,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque por correo,20.25,1048.45,0.68
9505-SQFSW,No,Femenino,No,Si,Si,3,No,Sin servicio telefonico,DSL,No,Si,No,No,No,Si,Mensual,No,Cheque por correo,40.3,92.5,1.34
9506-UXUSK,No,Masculino,No,No,No,13,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,70.15,931.75,2.34
9507-EXLTT,Yes,Femenino,No,Si,No,1,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Transferencia bancaria,79.35,79.35,2.64
9507-HSMMZ,No,Masculino,No,No,No,54,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque por correo,20.0,1149.65,0.67
9508-ILZDG,No,Femenino,Si,No,No,34,Si,Si,Fibra optica,No,Si,No,Si,Si,No,Mensual,Si,Cheque electrónico,96.35,3190.25,3.21
9509-MPYOD,No,Femenino,No,No,No,35,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Cheque por correo,20.75,700.45,0.69
9512-PHSMG,No,Femenino,No,Si,No,10,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,20.55,252.75,0.68
